,Null,Stand,Walk,Sit,Lie,Average
Precision,0.8681514322389536,0.7664945814298636,0.7276610732994429,0.9228207508859153,0.9912728736689926,0.8552801423046337
Recall,0.604064039408867,0.9247787610619469,0.765840220385675,0.9739938080495356,0.9811320754716981,0.8499617808755445
F1-score,0.7124216136512737,0.8382298609768777,0.7462626501871844,0.9477169953893122,0.986176405940746,0.8461615052290787
