,Null,Stand,Walk,Sit,Lie,Average
Precision,0.8820068112446604,0.7498830899066157,0.714700381729521,0.9614776524482284,0.9906819184623857,0.8597499707582822
Recall,0.6200738916256158,0.9038616251005631,0.7818181818181819,0.9659442724458205,0.9838274932614556,0.8511050928503273
F1-score,0.7282024126183174,0.8197039629245111,0.7467541888206233,0.963705786960032,0.9872428084395645,0.8491218319526096
