,Null,Stand,Walk,Sit,Lie,Average
Precision,0.9306309214134689,0.7398378169735772,0.6756222500277738,0.8719337224703554,0.9902481586270632,0.8416545739024477
Recall,0.4599753694581281,0.9211584875301689,0.8016528925619835,0.9801857585139319,0.9407008086253369,0.8207346633379098
F1-score,0.615655638430942,0.8206013254251225,0.7332615508097101,0.9228962017928606,0.964838801395901,0.8114507035709073
